Accident ID;Date;Time;City;Country;Latitude;Longitude;Weather Condition;Road Condition;Vehicles Involved;Casualties;Cause
b9c18ff4;1/01/2024;17:11;Tokyo; Japan;28.852.469;-61.716.283;Clear;Icy;5;1;Speeding
5c6250f0;26/11/2024;21:00;Toronto; Canada;19.986.386;-76.419.146;Snow;Under Construction;1;3;Speeding
0a30c2b6;19/03/2024;8:28;Berlin; Germany;-57.372.284;-36.050.848;Clear;Wet;1;0;Mechanical Failure
0f84c64c;18/01/2024;11:37;Mumbai; India;39.568.215;113.745.843;Clear;Under Construction;4;10;Reckless Driving
8d623e55;22/05/2023;18:08;Tokyo; Japan;-381.747;87.623.606;Hail;Under Construction;4;5;Distracted Driving
42d153ff;19/01/2024;10:42;Mumbai; India;-72.895.021;-131.493.253;Fog;Gravel;4;4;Reckless Driving
169eb409;8/07/2023;12:41;Paris; France;-89.597.455;3.905.216;Clear;Icy;2;6;Mechanical Failure
a07e45b7;12/09/2023;22:00;Mumbai; India;-5.103.265;179.341.783;Hail;Snowy;2;6;Speeding
bdb79471;28/02/2023;14:31;Beijing; China;-7.256.693;127.881.551;Storm;Icy;2;6;Reckless Driving
724828dd;21/02/2023;12:10;Tokyo; Japan;21.442.848;-129.391.243;Hail;Under Construction;3;9;Mechanical Failure
19622886;2/08/2024;21:13;Tokyo; Japan;-32.716.262;123.475.038;Storm;Wet;2;10;Reckless Driving
dc96185f;2/01/2023;16:13;Sydney; Australia;62.752.946;148.766.669;Rain;Gravel;3;4;Weather Conditions
b41b304d;20/07/2023;21:47;Sydney; Australia;63.551.522;-106.666.788;Rain;Snowy;4;7;Mechanical Failure
24789360;3/03/2023;20:22;Sydney; Australia;-50.290.172;11.435.292;Snow;Snowy;2;2;Speeding
4e596085;21/10/2023;8:01;São Paulo; Brazil;-31.474.488;10.055.084;Fog;Gravel;1;6;Drunk Driving
e9edaf92;12/07/2023;20:52;São Paulo; Brazil;-59.030.995;-5.009.325;Snow;Under Construction;3;9;Weather Conditions
8625ea73;5/04/2023;16:54;Berlin; Germany;24.975.995;138.037.298;Snow;Wet;4;1;Distracted Driving
ed9f610c;19/11/2024;12:54;Toronto; Canada;65.202.649;-27.164.596;Snow;Snowy;5;6;Drunk Driving
ebb1686b;29/01/2024;2:53;Sydney; Australia;5.068.944;65.480.138;Clear;Wet;1;2;Speeding
a35ad5c9;17/03/2023;21:17;Mumbai; India;-86.770.011;121.069.394;Rain;Wet;5;4;Speeding
507fb03b;3/10/2024;14:53;Paris; France;-55.004.977;176.330.035;Fog;Icy;5;9;Mechanical Failure
6e050962;4/06/2024;11:57;Berlin; Germany;-3.942.177;9.148.222;Hail;Wet;4;10;Drunk Driving
1c08f1f8;27/03/2023;5:03;Beijing; China;51.308.732;-163.371.853;Rain;Snowy;4;8;Distracted Driving
3b98752d;20/11/2024;3:02;Toronto; Canada;-12.503.794;-148.493.117;Hail;Wet;2;8;Speeding
beb56ca4;24/06/2023;8:11;London; UK;-3.072.608;-9.500.423;Clear;Dry;2;0;Weather Conditions
611117a8;13/03/2024;20:07;Tokyo; Japan;80.588.971;150.174.391;Rain;Dry;2;6;Drunk Driving
af84c2aa;20/01/2024;18:08;Mumbai; India;-76.234.999;-137.283.182;Snow;Icy;3;6;Reckless Driving
35506a26;22/09/2023;7:16;Tokyo; Japan;-51.436.394;3.544.352;Storm;Wet;3;9;Mechanical Failure
ed4a7252;12/01/2023;10:24;Sydney; Australia;-7.986.438;-75.299.879;Storm;Gravel;1;6;Reckless Driving
fff15a5b;21/05/2023;11:18;São Paulo; Brazil;-24.217.007;33.195.618;Clear;Gravel;1;9;Reckless Driving
1c57e43b;27/02/2023;18:31;Mumbai; India;-60.486.294;2.949.209;Snow;Wet;5;8;Reckless Driving
0133c56a;4/04/2023;3:18;Sydney; Australia;-68.261.941;-61.495.203;Hail;Gravel;4;1;Reckless Driving
1aca5bb3;7/09/2024;1:08;Tokyo; Japan;17.528.425;-13.985.052;Storm;Gravel;5;7;Reckless Driving
f2673401;7/01/2023;7:22;New York; USA;7.501.712;124.945.084;Fog;Dry;2;5;Drunk Driving
493fef8e;3/12/2023;3:08;Toronto; Canada;89.166.462;-116.243.029;Hail;Wet;3;4;Weather Conditions
8bcb3ab4;7/08/2024;1:08;New York; USA;-69.780.281;-172.172.321;Storm;Gravel;5;1;Weather Conditions
4d474299;23/05/2023;5:53;New York; USA;56.034.236;-34.890.391;Clear;Icy;1;6;Distracted Driving
58d6d4a1;2/07/2023;15:14;London; UK;-30.475.828;23.500.497;Hail;Dry;4;0;Reckless Driving
49a9448b;23/10/2023;20:09;Sydney; Australia;-0.076884;-58.192.212;Rain;Snowy;3;5;Drunk Driving
54366d8e;30/05/2024;17:24;Beijing; China;-80.339.425;-13.838.263;Clear;Dry;1;7;Reckless Driving
760907ca;18/03/2024;9:29;Beijing; China;-107.617;-153.454.067;Snow;Under Construction;4;4;Distracted Driving
eed97825;18/04/2023;9:29;London; UK;85.506.156;-6.271.261;Hail;Dry;4;4;Weather Conditions
5eec20c4;23/10/2023;15:20;Mumbai; India;61.351.634;-149.505.009;Rain;Snowy;2;6;Speeding
1dd20107;10/05/2024;14:32;Berlin; Germany;70.337.581;-159.652.824;Hail;Wet;3;8;Distracted Driving
e3e8ebe7;21/01/2023;20:00;São Paulo; Brazil;-34.090.938;-30.787.795;Storm;Gravel;1;9;Drunk Driving
aebb91e6;8/02/2024;6:34;Sydney; Australia;79.659.978;69.007.332;Clear;Under Construction;5;6;Speeding
5699101f;4/02/2024;7:48;Paris; France;-53.656.394;130.606.384;Fog;Gravel;3;5;Weather Conditions
6,73E+216;1/01/2023;8:32;Sydney; Australia;-27.257.497;11.312.231;Hail;Snowy;3;8;Weather Conditions
6ad91d21;6/02/2024;16:06;London; UK;-74.803.617;137.095.965;Clear;Wet;3;2;Mechanical Failure
fe4040d7;19/11/2023;5:46;Beijing; China;-81.209.679;-2.036.747;Clear;Gravel;4;5;Mechanical Failure
0e44a0bc;1/10/2023;9:19;Toronto; Canada;-27.900.374;149.102.731;Snow;Snowy;3;10;Distracted Driving
442129b3;14/12/2024;11:13;Beijing; China;47.237.955;160.769.751;Storm;Snowy;5;5;Weather Conditions
c5b4ac75;22/12/2024;12:48;London; UK;-10.565.159;-63.226.193;Rain;Icy;2;4;Distracted Driving
fe76e7ee;19/05/2023;8:54;Beijing; China;-75.692.421;-169.291.331;Hail;Dry;3;2;Reckless Driving
28a9ba9e;28/12/2023;21:06;Sydney; Australia;-61.174.155;-5.299.286;Clear;Dry;3;4;Mechanical Failure
94b6ed32;29/08/2023;10:35;Beijing; China;-53.344.502;34.838.194;Storm;Dry;3;4;Mechanical Failure
0c77a699;12/06/2023;0:14;Beijing; China;87.559.688;-148.018.864;Fog;Icy;2;5;Mechanical Failure
cafa4298;10/02/2024;16:43;London; UK;-65.636.709;-39.721.453;Rain;Under Construction;5;9;Distracted Driving
18f9d048;8/08/2024;16:30;Sydney; Australia;10.043.489;109.260.871;Hail;Gravel;3;1;Weather Conditions
2d300d55;1/03/2023;5:57;Tokyo; Japan;64.251.507;-5.537.376;Storm;Wet;1;8;Speeding
c934477f;20/02/2023;2:55;London; UK;-35.194.939;62.133.429;Snow;Gravel;2;6;Distracted Driving
aaf78fb6;10/04/2023;15:33;Sydney; Australia;1.057.539;154.268.108;Storm;Snowy;4;8;Distracted Driving
21f47fff;20/09/2023;15:00;London; UK;-64.056.249;-86.980.353;Hail;Wet;5;1;Reckless Driving
b7d1ce62;3/10/2024;16:13;Paris; France;40.080.249;-30.510.842;Fog;Snowy;2;8;Speeding
9dc687ad;14/04/2024;15:47;São Paulo; Brazil;57.520.026;-16.734.037;Snow;Icy;2;10;Distracted Driving
20736fce;27/06/2023;19:26;Paris; France;80.192.602;174.961.333;Storm;Gravel;4;1;Speeding
8713f208;13/07/2024;13:02;London; UK;-83.057.212;-16.239.055;Storm;Wet;2;10;Weather Conditions
b2849bba;4/10/2023;0:43;São Paulo; Brazil;3.539.518;-80.697.851;Fog;Dry;5;7;Distracted Driving
e58ee34c;3/09/2023;12:42;Mumbai; India;-49.294.958;24.791.286;Storm;Dry;2;5;Drunk Driving
9f8112fd;21/02/2024;8:40;London; UK;-56.654.139;-57.901.676;Clear;Snowy;2;2;Speeding
603306fc;30/07/2023;18:33;Toronto; Canada;42.763.073;-9.665.273;Rain;Under Construction;1;0;Drunk Driving
d930b9b7;14/04/2023;5:50;São Paulo; Brazil;-6.380.963;-37.769.886;Fog;Dry;5;10;Speeding
e89c60cd;22/10/2023;13:16;Paris; France;-3.227.463;72.597.798;Hail;Icy;2;8;Distracted Driving
2f627ee6;23/12/2024;19:31;New York; USA;-53.513.564;157.404.006;Snow;Snowy;5;6;Mechanical Failure
d0c36c84;27/08/2024;23:20;Toronto; Canada;47.460.535;31.506.534;Snow;Wet;3;7;Weather Conditions
f2bd0eda;13/12/2023;14:23;London; UK;-17.463.736;-17.508.415;Clear;Icy;2;10;Reckless Driving
1d35384b;21/08/2023;7:47;São Paulo; Brazil;-80.012.478;86.011.165;Rain;Snowy;1;10;Distracted Driving
5d75ca64;17/03/2024;15:40;Beijing; China;-15.087.891;-89.546.444;Snow;Icy;3;7;Speeding
f6bc0613;22/05/2024;21:53;São Paulo; Brazil;293.456;29.569.512;Rain;Under Construction;3;3;Weather Conditions
d00a406b;5/04/2023;14:09;Paris; France;933.079;9.168.521;Snow;Wet;1;4;Drunk Driving
ea01ef2d;12/06/2024;18:31;Paris; France;59.378.826;-2.029.566;Storm;Dry;1;4;Reckless Driving
808ec3da;26/12/2023;1:05;New York; USA;26.971.309;-65.058.014;Clear;Icy;4;8;Distracted Driving
afd69a0e;6/06/2024;13:21;London; UK;-77.441.463;-87.314.567;Storm;Wet;2;10;Speeding
97bff08b;22/01/2024;0:28;London; UK;3.878.593;172.946.975;Rain;Snowy;5;8;Drunk Driving
167aaaf3;11/01/2024;4:34;Sydney; Australia;-84.275.936;-16.389.172;Snow;Under Construction;4;4;Speeding
6cba80af;20/06/2023;14:58;Mumbai; India;-50.458.331;-457.108;Hail;Under Construction;1;5;Speeding
e28f05ed;31/07/2023;22:54;Berlin; Germany;-51.244.963;-58.551.204;Clear;Icy;1;5;Distracted Driving
e2f235b6;8/09/2024;3:06;New York; USA;-15.570.722;129.089.619;Snow;Under Construction;2;3;Mechanical Failure
df3b546e;24/06/2023;9:37;New York; USA;-69.685.901;145.180.547;Storm;Gravel;4;9;Distracted Driving
f7ea9222;13/11/2023;11:50;London; UK;83.444.225;-16.112.145;Fog;Gravel;4;9;Weather Conditions
cc7813d4;8/09/2023;10:38;Sydney; Australia;-15.536.453;177.176.641;Fog;Icy;4;3;Drunk Driving
7f0ee0d3;13/05/2023;0:17;Berlin; Germany;43.825.706;-7.026.309;Clear;Under Construction;1;9;Weather Conditions
5f3c90a7;8/09/2024;12:42;Tokyo; Japan;83.973.161;93.811.256;Clear;Dry;2;9;Reckless Driving
40d99ffa;26/03/2023;0:02;Beijing; China;66.529.037;-34.003.958;Storm;Under Construction;2;10;Distracted Driving
ce2bbb40;9/09/2024;8:05;São Paulo; Brazil;67.670.667;-71.905.042;Snow;Gravel;5;5;Speeding
d12c647b;28/06/2024;16:14;Paris; France;34.328.802;-87.409.471;Hail;Dry;3;2;Reckless Driving
9774336c;1/12/2024;11:27;Toronto; Canada;7.467.112;-11.793.555;Rain;Snowy;4;3;Speeding
af0b9253;15/08/2023;7:08;Sydney; Australia;51.994.145;-113.081.383;Snow;Icy;1;10;Drunk Driving
cdd4901d;11/09/2024;12:15;Sydney; Australia;7.709.394;21.471.198;Fog;Wet;5;5;Distracted Driving
453d0dc3;23/05/2024;19:31;New York; USA;73.500.071;-150.946.181;Snow;Dry;2;8;Speeding
c0d297c5;30/12/2023;3:54;Toronto; Canada;-19.198.675;-71.108.994;Clear;Snowy;5;6;Distracted Driving
af008900;12/01/2024;21:09;São Paulo; Brazil;-88.654.583;-169.714.174;Fog;Under Construction;4;9;Speeding
467a8fb6;20/09/2023;5:41;London; UK;-4.878.731;-24.887.264;Rain;Under Construction;1;10;Speeding
0be2ced6;6/10/2024;20:59;Berlin; Germany;-53.182.086;52.515.601;Snow;Icy;1;1;Mechanical Failure
b5bb4bab;8/06/2023;17:56;Paris; France;13.557.378;32.316.997;Storm;Icy;4;7;Drunk Driving
078b3b5f;18/12/2023;17:01;São Paulo; Brazil;23.436.511;-6.560.908;Storm;Dry;3;6;Drunk Driving
66796275;18/01/2024;23:57;New York; USA;-79.137.617;79.136.317;Snow;Dry;3;2;Mechanical Failure
6beece5b;2/07/2023;8:51;Paris; France;2.427.294;-136.594.749;Hail;Icy;1;1;Weather Conditions
efe40630;15/06/2024;15:35;Berlin; Germany;76.377.776;59.297.028;Rain;Under Construction;2;9;Mechanical Failure
c527c700;1/05/2024;5:55;London; UK;-8.614.192;-158.852.032;Hail;Under Construction;2;5;Mechanical Failure
47284477;22/01/2024;18:38;London; UK;70.664.954;-103.566.509;Clear;Gravel;2;5;Distracted Driving
5cbb3ebc;25/09/2024;0:21;Tokyo; Japan;-28.789.651;-23.695.219;Snow;Icy;2;3;Speeding
a3f93313;8/02/2023;20:02;Paris; France;70.995.112;104.254.193;Rain;Dry;4;8;Weather Conditions
3d001e91;11/10/2024;0:04;Beijing; China;22.005.811;-16.019.171;Storm;Icy;4;4;Weather Conditions
f39ce0ab;23/10/2023;13:45;Mumbai; India;85.570.252;68.288.892;Storm;Wet;4;5;Weather Conditions
1e6c5a56;16/07/2024;22:41;London; UK;88.980.684;-175.919.509;Clear;Snowy;1;3;Speeding
652ffa57;2/01/2023;16:36;Toronto; Canada;-88.634.643;-100.888.102;Hail;Wet;4;3;Mechanical Failure
0a57e497;8/09/2023;1:51;Berlin; Germany;-32.879.228;34.854.961;Fog;Snowy;3;9;Reckless Driving
7afc8730;29/08/2024;3:09;Toronto; Canada;-56.234.482;-49.199.802;Snow;Wet;5;6;Speeding
8ebd228b;7/01/2024;18:35;Beijing; China;-23.980.942;-171.812.077;Storm;Wet;5;9;Speeding
e3fc8cbe;18/04/2023;11:46;Beijing; China;29.307.566;13.707.681;Hail;Wet;1;7;Mechanical Failure
5121207d;27/03/2023;17:54;Tokyo; Japan;74.196.406;72.236.281;Hail;Snowy;4;4;Reckless Driving
ebac0975;3/11/2024;15:00;Tokyo; Japan;23.165.593;-0.395819;Rain;Snowy;3;3;Weather Conditions
e694fdd3;30/05/2023;7:11;Beijing; China;-53.820.553;10.504.902;Rain;Snowy;3;7;Weather Conditions
576ec8ef;11/06/2024;0:49;Mumbai; India;74.124.502;-3.019.878;Snow;Dry;4;10;Reckless Driving
f069d9eb;23/06/2023;18:46;Toronto; Canada;-72.594.227;-9.041.616;Fog;Icy;3;5;Reckless Driving
3e81774e;16/02/2024;10:56;Toronto; Canada;-42.093.161;15.230.033;Hail;Icy;4;3;Weather Conditions
0fc81b4d;27/01/2024;19:57;Sydney; Australia;31.337.341;-31.181.706;Fog;Dry;4;0;Mechanical Failure
739fe3be;9/12/2024;20:30;Beijing; China;71.011.967;-57.959.033;Snow;Icy;5;6;Speeding
a1698c2a;18/02/2024;4:31;New York; USA;-22.213.179;-132.739.275;Clear;Gravel;3;8;Weather Conditions
881c8d87;26/08/2024;12:26;Toronto; Canada;4.261.434;-38.537.672;Clear;Icy;5;0;Weather Conditions
fc921a6a;22/03/2023;3:49;New York; USA;-69.862.155;-8.508.188;Rain;Gravel;4;10;Reckless Driving
710094c0;3/03/2023;6:36;New York; USA;80.584.569;-11.572.123;Fog;Under Construction;4;4;Distracted Driving
0835dde1;29/09/2023;20:53;São Paulo; Brazil;52.748.668;-37.434.024;Fog;Dry;5;7;Speeding
2fe07235;20/09/2023;23:58;São Paulo; Brazil;47.023.246;47.707.575;Hail;Dry;3;10;Mechanical Failure
a72da2b8;16/04/2023;7:14;Tokyo; Japan;-4.506.301;-64.139.572;Hail;Gravel;2;5;Reckless Driving
d78b61e9;13/05/2023;13:36;São Paulo; Brazil;-35.079.191;-161.456.921;Rain;Under Construction;3;5;Mechanical Failure
e8b64e40;26/11/2023;15:01;New York; USA;32.374.233;144.533.584;Hail;Gravel;2;7;Mechanical Failure
e02dead1;10/03/2024;23:05;Tokyo; Japan;-5.955.647;-107.508.396;Storm;Wet;2;5;Speeding
df3c2655;2/07/2023;6:19;Toronto; Canada;38.470.647;-4.957.428;Fog;Under Construction;2;9;Weather Conditions
7693a086;3/03/2023;13:55;São Paulo; Brazil;39.357.997;85.487.462;Rain;Snowy;3;0;Distracted Driving
bd5631a9;17/12/2023;6:12;Mumbai; India;586.721;92.632.528;Storm;Dry;1;2;Weather Conditions
6955a2d8;21/07/2023;14:34;London; UK;-77.798.489;39.815.256;Hail;Wet;5;3;Reckless Driving
9733d007;11/03/2024;4:16;Beijing; China;-12.800.738;8.599.488;Snow;Wet;3;3;Reckless Driving
a42a846f;17/02/2024;0:00;Mumbai; India;4.654.718;85.345.349;Rain;Wet;4;7;Mechanical Failure
df0903e1;3/05/2024;19:15;Mumbai; India;48.023.296;35.992.439;Clear;Under Construction;5;9;Weather Conditions
54267d4c;10/06/2024;1:09;Paris; France;-63.025.658;66.741.391;Snow;Under Construction;1;1;Weather Conditions
7186d3bd;26/03/2024;0:06;Beijing; China;46.468.804;78.476.882;Clear;Snowy;2;2;Mechanical Failure
c7af2adf;22/02/2023;6:59;Tokyo; Japan;63.287.974;-50.865.234;Rain;Snowy;5;8;Speeding
80770a1f;1/01/2024;13:29;Tokyo; Japan;14.798.347;12.209.371;Storm;Icy;2;9;Speeding
df8851ab;18/01/2024;5:36;New York; USA;-19.175.712;148.344.029;Snow;Snowy;2;3;Drunk Driving
f16a50ad;1/09/2024;6:10;Toronto; Canada;-62.767.594;155.996.468;Rain;Under Construction;4;2;Distracted Driving
2d6757f9;24/03/2024;2:13;Mumbai; India;-5.157.466;109.870.618;Snow;Icy;2;0;Drunk Driving
5e16f877;13/04/2023;22:02;Paris; France;-28.456.628;-113.098.146;Rain;Icy;2;8;Reckless Driving
c6b0eaba;22/11/2023;22:18;Berlin; Germany;79.142.066;9.516.817;Rain;Snowy;3;1;Weather Conditions
1f726eb5;25/08/2023;5:16;São Paulo; Brazil;-72.776.036;84.490.413;Rain;Under Construction;3;7;Reckless Driving
234f2bea;14/01/2024;4:22;Toronto; Canada;8.088.109;-135.885.937;Rain;Dry;1;10;Mechanical Failure
0e158f62;19/02/2023;2:18;Berlin; Germany;69.804.252;50.797.938;Rain;Dry;1;7;Weather Conditions
3827567a;16/03/2024;20:01;Tokyo; Japan;25.409.878;68.449.332;Snow;Under Construction;4;9;Weather Conditions
8a02d78a;7/09/2023;15:17;Berlin; Germany;-56.155.658;157.957.788;Rain;Icy;2;5;Speeding
24984a96;18/05/2024;22:35;Mumbai; India;-4.947.792;1.287.916;Rain;Wet;5;5;Drunk Driving
78ca09fe;16/09/2024;7:13;Beijing; China;7.557.182;-84.924.293;Snow;Gravel;4;2;Distracted Driving
86640d20;11/08/2024;5:05;Toronto; Canada;25.112.223;92.777.136;Clear;Gravel;1;7;Distracted Driving
a2aec924;26/06/2024;0:24;Paris; France;19.581.482;173.376.567;Clear;Gravel;5;8;Reckless Driving
20206066;5/08/2023;13:25;New York; USA;-37.524.204;164.282.494;Hail;Dry;3;8;Speeding
f446fcbc;1/04/2023;19:33;Beijing; China;-16.133.801;170.759.144;Rain;Dry;2;7;Drunk Driving
934fb7db;15/12/2024;12:14;Mumbai; India;85.299.179;-117.442.643;Storm;Under Construction;2;6;Weather Conditions
7c47688e;15/12/2024;8:43;Beijing; China;25.578.776;-166.292.938;Storm;Wet;4;9;Drunk Driving
9b1ed31e;20/03/2024;19:23;Paris; France;-72.586.369;20.908.059;Storm;Dry;5;10;Distracted Driving
f297bf6a;23/08/2024;5:09;Toronto; Canada;-19.783.552;107.166.779;Clear;Icy;3;5;Weather Conditions
058f1c3f;5/01/2024;7:07;New York; USA;-3.506.736;77.326.416;Rain;Under Construction;4;7;Mechanical Failure
9fc0e2d9;14/04/2023;10:42;Berlin; Germany;12.273.055;-41.704.682;Storm;Snowy;4;4;Mechanical Failure
41a34c04;17/09/2024;2:10;Toronto; Canada;-26.248.414;-97.168.434;Snow;Dry;5;2;Weather Conditions
0b686502;31/10/2024;12:22;Sydney; Australia;74.771.665;163.073.738;Rain;Icy;3;1;Speeding
5832ab81;1/08/2024;11:58;Berlin; Germany;-2.676.447;-86.311.621;Snow;Icy;1;5;Weather Conditions
e77db261;11/11/2024;8:21;São Paulo; Brazil;43.454.998;19.414.967;Storm;Snowy;2;4;Distracted Driving
bea5739b;6/12/2023;10:01;Paris; France;-11.332.859;74.374.506;Fog;Wet;2;3;Speeding
5113ebba;25/08/2024;12:10;Tokyo; Japan;-76.679.205;174.157.323;Rain;Wet;5;4;Mechanical Failure
faa58245;31/08/2023;11:22;Sydney; Australia;4.284.425;-8.815.175;Snow;Snowy;5;6;Drunk Driving
8f22d440;24/05/2023;4:38;London; UK;-48.324.826;-85.256.336;Storm;Gravel;3;6;Distracted Driving
f0179ed0;13/08/2023;9:41;New York; USA;-31.905.276;-133.658.737;Hail;Gravel;3;6;Distracted Driving
1cbb9a9d;12/02/2023;7:42;Mumbai; India;40.443.568;-57.124.705;Hail;Under Construction;3;10;Drunk Driving
3f0659f9;8/06/2024;8:36;Berlin; Germany;-71.135.438;26.454.374;Hail;Wet;5;6;Mechanical Failure
20eea6f4;18/12/2023;9:48;São Paulo; Brazil;36.519.537;120.791.992;Clear;Dry;3;8;Reckless Driving
8e26ab2d;2/03/2023;23:51;New York; USA;-76.760.005;-12.385.533;Snow;Under Construction;4;9;Distracted Driving
47824b35;2/09/2024;4:22;Berlin; Germany;18.157.803;-18.810.275;Hail;Dry;5;10;Speeding
ae60533a;17/02/2024;6:37;New York; USA;50.336.861;-13.165.648;Rain;Dry;5;8;Drunk Driving
24cc6a4b;31/07/2024;23:29;Beijing; China;-52.622.233;-4.137.202;Clear;Icy;2;10;Weather Conditions
8fa8b590;28/07/2024;1:31;Berlin; Germany;-79.029.256;-111.906.307;Hail;Dry;5;8;Speeding
ab165967;29/09/2023;23:52;Beijing; China;-39.597.089;100.103.052;Clear;Icy;1;5;Distracted Driving
bf6637fd;2/01/2024;6:38;London; UK;-16.185.168;-31.322.661;Storm;Snowy;2;6;Weather Conditions
85cc7dac;15/12/2023;19:07;São Paulo; Brazil;10.959.223;24.256.157;Hail;Dry;3;2;Mechanical Failure
df1a9bc4;20/08/2023;12:31;Paris; France;-42.439.353;-165.689.867;Hail;Under Construction;3;6;Reckless Driving
6aa6645d;5/09/2023;12:36;New York; USA;68.388.857;-65.678.381;Fog;Dry;2;3;Distracted Driving
5972464b;20/03/2023;12:53;Sydney; Australia;43.214.221;161.832.843;Hail;Gravel;2;7;Mechanical Failure
71ac393c;9/04/2023;17:23;São Paulo; Brazil;1.140.081;-172.687.498;Snow;Wet;4;6;Mechanical Failure
a2c6365a;22/06/2023;16:20;Sydney; Australia;-64.638.765;-63.183.411;Hail;Gravel;3;4;Reckless Driving
24f45d21;22/10/2023;23:56;Paris; France;9.354.604;54.044.612;Hail;Wet;3;1;Distracted Driving
5c5f5465;7/02/2024;16:49;Mumbai; India;-63.993.371;49.889.517;Snow;Icy;2;8;Distracted Driving
79faf05b;12/09/2023;3:58;São Paulo; Brazil;27.351.423;-33.208.718;Snow;Wet;2;7;Mechanical Failure
b31e3371;24/08/2024;15:42;Berlin; Germany;-39.182.858;-165.488.076;Rain;Under Construction;4;9;Distracted Driving
fe7c3e9e;2/03/2024;1:18;São Paulo; Brazil;64.764.035;67.721.143;Clear;Snowy;2;0;Drunk Driving
3bb05ff2;22/08/2024;17:11;New York; USA;56.048.711;13.028.897;Rain;Wet;3;10;Distracted Driving
b3f98d27;19/06/2023;4:20;São Paulo; Brazil;-29.815.349;-48.527.058;Rain;Wet;1;4;Drunk Driving
29c761f6;29/06/2023;9:47;Sydney; Australia;8.670.495;46.635.821;Fog;Under Construction;4;6;Reckless Driving
3c2d6c2b;30/01/2024;3:06;São Paulo; Brazil;44.577.822;103.355.748;Fog;Under Construction;3;10;Mechanical Failure
243313a7;17/09/2024;22:19;Tokyo; Japan;-73.590.442;154.631.392;Snow;Icy;1;2;Drunk Driving
487325af;30/07/2023;7:16;Beijing; China;88.884.059;-50.191.613;Rain;Snowy;3;10;Drunk Driving
a049a941;27/04/2024;0:18;Sydney; Australia;81.942.205;136.706.092;Hail;Snowy;4;5;Reckless Driving
c083b71b;9/05/2023;10:34;Toronto; Canada;76.762.363;-125.144.944;Snow;Gravel;4;10;Weather Conditions
d272f5d9;18/08/2023;20:58;Sydney; Australia;6.555.599;74.674.635;Storm;Dry;2;10;Weather Conditions
fd846eca;14/02/2023;6:40;São Paulo; Brazil;-38.350.546;-169.009.903;Storm;Wet;1;10;Weather Conditions
586b4843;16/10/2024;15:34;Toronto; Canada;7.205.276;-85.480.264;Clear;Snowy;3;1;Mechanical Failure
08d1bb50;6/06/2023;5:12;Sydney; Australia;-80.638.241;126.981.873;Snow;Gravel;1;5;Drunk Driving
065fd466;3/02/2023;7:01;Berlin; Germany;35.258.682;1.674.747;Clear;Icy;4;3;Reckless Driving
a95a4fdf;16/11/2023;16:55;Mumbai; India;18.153.226;164.401.968;Storm;Gravel;5;4;Weather Conditions
a24b5b1e;16/12/2024;4:49;São Paulo; Brazil;0.55353;78.484.988;Rain;Wet;1;7;Mechanical Failure
65b801f1;27/04/2023;21:30;Paris; France;-23.058.128;119.798.262;Fog;Wet;3;5;Weather Conditions
866e9ead;20/04/2024;2:02;London; UK;1.203.271;-1.500.695;Snow;Dry;4;0;Reckless Driving
e67f2b19;28/03/2023;11:36;Sydney; Australia;-32.664.811;46.487.512;Clear;Wet;4;5;Weather Conditions
32148940;12/12/2024;2:33;Toronto; Canada;50.387.985;155.946.767;Rain;Snowy;5;10;Mechanical Failure
ef61fa83;1/03/2023;12:42;Sydney; Australia;22.533.495;84.200.305;Rain;Wet;3;4;Weather Conditions
fb0b3d48;29/12/2023;12:06;London; UK;-75.577.878;121.073.885;Hail;Icy;3;9;Weather Conditions
3e2fbe92;27/05/2023;3:54;Mumbai; India;75.362.607;174.038.007;Rain;Wet;1;4;Speeding
266cd60c;6/02/2023;8:53;New York; USA;8.129.764;-95.822.334;Storm;Snowy;3;6;Weather Conditions
551b279d;24/04/2023;5:00;New York; USA;35.892.293;-62.764.441;Clear;Gravel;4;1;Reckless Driving
5d7f1920;9/04/2024;11:38;Toronto; Canada;-84.489.044;-65.759.536;Clear;Icy;2;5;Mechanical Failure
def2c917;2/02/2023;4:39;Paris; France;83.702.583;13.584.059;Fog;Dry;4;8;Speeding
